"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","TC1 - Verify homepage content through API","","2025-12-25","passed","2025-12-25","","Sauce Demo - API Tests","",""
"","0","Should add Sauce Labs Backpack to cart","","2025-12-25","passed","2025-12-25","","Inventory Functionality - UI Tests","",""
"","0","Should validate Sauce Labs Backpack product details","","2025-12-25","passed","2025-12-25","","Inventory Functionality - UI Tests","",""
"","0","TC2 - Verify manifest.json content","","2025-12-25","passed","2025-12-25","","Sauce Demo - API Tests","",""
"","0","Login with invalid credentials","","2025-12-25","passed","2025-12-25","","Login Functionality - UI Tests","",""
"","0","Verify Title Page","","2025-12-25","passed","2025-12-25","","Login Functionality - UI Tests","",""
"","0","Login with valid credentials","","2025-12-25","passed","2025-12-25","","Login Functionality - UI Tests","",""
